	astro|GSM1901309|8yo_ctx	astro|GSM1901310|13yo_ctx	astro|GSM1901314|35yo_ctx	astro|GSM1901317|53yo_ctx	myeloid|GSM1901339|45yo_ctx	myeloid|GSM1901340|51yo_ctx	myeloid|GSM1901341|63_yo_ctx	oligo|GSM1901334|22yo_ctx	oligo|GSM1901335|63yo_ctx_A	oligo|GSM1901337|47yo_ctx	dopamine|GSM2027430|VTA	dopamine|GSM2027431|VTA	dopamine|GSM2027423|SNc	motor|88_Control_GSM1977034	motor|GSM2027414|spinal	motor|Spinal_motor_neuron_control_rep5_GSM3615504
ENSG00000206781.1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
ENSG00000206782.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206784.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206785.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206786.1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
ENSG00000206787.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206788.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206790.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206791.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206792.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206795.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206796.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206797.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206799.1	0	0	0	0	0	0	0	0	0	0	0	0.83	0	0	1.77	0
ENSG00000206800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206801.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206802.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206803.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206804.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206805.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206806.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206807.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206808.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206811.1	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0
ENSG00000206812.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206813.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206814.1	0	0	0	0	0	0	0	0	0	0	0	3	2.87	0	0	11.96
ENSG00000206815.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206816.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206817.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206818.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206819.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206820.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206822.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206824.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206826.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206827.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206828.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000206832.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206833.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206834.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206835.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206836.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206838.1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000206839.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206840.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206841.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206842.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206843.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206844.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206845.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206846.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206847.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206848.1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
ENSG00000206849.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206850.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206852.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206853.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206854.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206855.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206857.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206858.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206859.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206862.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206863.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206864.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206865.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206866.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206867.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206869.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206870.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206871.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206875.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206877.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206878.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206880.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206881.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206882.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206885.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000206886.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206887.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206888.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206889.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206891.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206892.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206895.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206896.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206897.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206898.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206899.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206900.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206901.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206903.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206905.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206906.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206907.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206908.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206909.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206910.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206911.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206912.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206913.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206914.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000206915.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206917.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206918.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206920.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87	0	0
ENSG00000206921.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206922.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206923.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206924.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206925.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206926.1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000206927.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206929.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206931.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206932.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206935.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206936.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206937.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206938.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206939.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206941.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206944.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206947.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206948.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206949.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206950.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206951.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206952.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000206954.1	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	1
ENSG00000206957.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206958.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206959.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206960.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206961.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206962.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206963.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206964.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206965.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206967.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206969.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206970.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206972.1	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0
ENSG00000206973.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206974.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206975.1	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0
ENSG00000206976.1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
ENSG00000206977.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206978.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206979.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206980.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000206981.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000206982.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206983.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206985.1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
ENSG00000206987.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206989.1	0	0	0	0	0	0	0	0	0	0	2	2	2	0	3	0
ENSG00000206990.1	0	0	0	0	0	0	0	0	0	0	7.85	8.75	5.42	12.01	8.58	22.81
ENSG00000206991.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206992.1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000206995.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206996.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206997.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206998.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206999.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207000.1	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0
ENSG00000207001.1	0	0	0	0	0	0	0	0	0	0	7.36	74.41	62.02	0	0	11.42
ENSG00000207002.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207003.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000207004.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207005.1	0	0	0	0	0	0	0	43.71	0	0	0	0	0	0	0	0.22
ENSG00000207007.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207008.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207009.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207010.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207011.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207012.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207013.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207014.1	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0
ENSG00000207016.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207019.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207020.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207021.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207022.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207023.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207024.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207026.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207027.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207029.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207031.1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000207032.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000207033.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207034.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207036.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207037.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207039.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207041.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207042.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207044.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207045.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207046.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000207047.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207049.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207051.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207052.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207053.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207056.1	0	0	0	0	0	0	0	0	0	0	1	11	0	0	7	0
ENSG00000207058.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207060.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207061.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207062.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207063.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24	0
ENSG00000207065.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207067.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207068.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207069.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207071.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207072.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207073.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207075.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207076.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207077.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207080.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207081.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207082.1	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0
ENSG00000207083.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207084.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207086.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207087.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207088.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207089.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207090.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207091.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207092.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207093.1	0	0	0	0	0	0	0	0	0	0	1.39	3.97	7.48	0	0	0
ENSG00000207094.1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000207095.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207097.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207098.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207099.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207101.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207104.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207105.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000207108.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207109.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207110.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207112.1	0	0	0	0	0	0	0	0	0	0	3.62	1.64	2.88	0	0	0
ENSG00000207113.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207114.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207115.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207116.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207117.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207118.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207119.2	0	0	28.11	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207121.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207122.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207123.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207124.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207127.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207128.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207129.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0	0
ENSG00000207130.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207131.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207132.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207133.1	0	0	0	0	0	0	0	0	0	0	0.22	0	1	0	1.3	0
ENSG00000207134.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207135.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207136.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207137.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207138.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207139.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000207142.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207144.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207145.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207146.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207147.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207148.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207149.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207150.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207151.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207153.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207154.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207155.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207156.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207157.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207158.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207160.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207161.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207162.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207163.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207164.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207165.1	0	0	0	0	0	0	0	0	0	0	0	0	1.13	0	0	0
ENSG00000207166.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207167.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207168.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207169.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207170.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207171.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207172.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207173.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207174.1	0	0	0	0	0	0	0	0	0	0	0	1.52	0	0	0	0
ENSG00000207175.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207176.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207177.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207178.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207180.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207181.1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000207182.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207183.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207185.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207186.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207187.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207189.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
